Reference,Date,Debit,Credit,Description,Balance
REF-20240320-272089,20/03/2024,,27.99,PAYMENT SETTLEMENT TXN20240319013126,5106101.06
REF-20240311-243771,11/03/2024,,34.90,PAYMENT SETTLEMENT TXN20240308029196,5106135.96
REF-20240326-958866,26/03/2024,,131.92,PAYMENT SETTLEMENT TXN20240324042757,5106267.88
REF-20240312-795713,12/03/2024,,290.83,PAYMENT SETTLEMENT TXN20240310024978,5106558.71
REF-20240318-346242,18/03/2024,,13.27,SETTLEMENT BATCH 0318,5106571.98
REF-20240304-730665,04/03/2024,,161.43,PAYMENT SETTLEMENT TXN20240301004790,5106733.41
REF-20240318-283404,18/03/2024,,18.15,CARD SETTLEMENT NET TXN20240315031688,5106751.56
REF-20240304-719044,04/03/2024,,63.94,PAYMENT SETTLEMENT TXN20240301034332,5106815.50
REF-20240404-906988,04/04/2024,,213.27,SETTLEMENT BATCH 0404,5107028.77
REF-20240318-142807,18/03/2024,,58.14,PAYMENT SETTLEMENT TXN20240315022445,5107086.91
REF-20240326-577087,26/03/2024,,21.30,PAYMENT SETTLEMENT TXN20240323005978,5107108.21
REF-20240307-323547,07/03/2024,,165.13,PAYMENT SETTLEMENT TXN20240306012861,5107273.34
REF-20240312-368208,12/03/2024,,88.05,PAYMENT SETTLEMENT TXN20240309043979,5107361.39
REF-20240312-798358,12/03/2024,,238.05,SETTLEMENT BATCH 0312,5107599.44
REF-20240325-506007,25/03/2024,39.85,,REVERSAL OF REF-20240320-344898,5107559.59
REF-20240325-406241,25/03/2024,,73.25,MERCHANT CREDIT CUST2608,5107632.84
REF-20240327-983781,27/03/2024,,95.78,PAYMENT SETTLEMENT TXN20240326020904,5107728.62
REF-20240306-259614,06/03/2024,,26.74,MERCHANT CREDIT CUST9745,5107755.36
REF-20240318-280946,18/03/2024,,338.89,PAYMENT SETTLEMENT TXN20240315031124,5108094.25
REF-20240308-138406,08/03/2024,,467.57,PAYMENT SETTLEMENT TXN20240307003480,5108561.82
REF-20240312-429193,12/03/2024,,53.14,MERCHANT CREDIT CUST7476,5108614.96
REF-20240321-454881,21/03/2024,,78.84,PAYMENT SETTLEMENT TXN20240320018987,5108693.80
REF-20240402-971008,02/04/2024,,43.28,CARD SETTLEMENT NET TXN20240328041458,5108737.08
REF-20240403-330760,03/04/2024,,113.60,CARD SETTLEMENT NET TXN20240330004018,5108850.68
REF-20240312-138315,12/03/2024,,72.08,PAYMENT SETTLEMENT TXN20240310017398,5108922.76
REF-20240319-486352,19/03/2024,,168.96,PAYMENT SETTLEMENT TXN20240316006906,5109091.72
REF-20240318-247933,18/03/2024,,84.53,PAYMENT SETTLEMENT TXN20240315046731,5109176.25
REF-20240326-426044,26/03/2024,,178.34,PAYMENT SETTLEMENT TXN20240323012504,5109354.59
REF-20240305-189981,05/03/2024,,38.32,PAYMENT SETTLEMENT TXN20240302040099,5109392.91
REF-20240311-254965,11/03/2024,,120.32,SETTLEMENT BATCH 0311,5109513.23
REF-20240404-747378,04/04/2024,,60.89,SETTLEMENT BATCH 0404,5109574.12
REF-20240319-512252,19/03/2024,,133.49,CARD SETTLEMENT NET TXN20240318038475,5109707.61
REF-20240325-916405,25/03/2024,,143.81,PAYMENT SETTLEMENT TXN20240322031074,5109851.42
REF-20240315-854450,15/03/2024,,101.98,CARD SETTLEMENT NET TXN20240314046278,5109953.40
REF-20240326-575480,26/03/2024,,149.30,PAYMENT SETTLEMENT TXN20240323028126,5110102.70
REF-20240315-276226,15/03/2024,,141.07,PAYMENT SETTLEMENT TXN20240314022042,5110243.77
REF-20240319-121683,19/03/2024,,43.85,PAYMENT SETTLEMENT TXN20240317033541,5110287.62
REF-20240318-346770,18/03/2024,,389.87,PAYMENT SETTLEMENT TXN20240315045810,5110677.49
REF-20240327-998758,27/03/2024,,304.72,PAYMENT SETTLEMENT TXN20240326008892,5110982.21
REF-20240320-482482,20/03/2024,,53.97,CARD SETTLEMENT NET TXN20240319026510,5111036.18
REF-20240402-952801,02/04/2024,,86.66,PAYMENT SETTLEMENT TXN20240328043923,5111122.84
REF-20240319-707443,19/03/2024,,77.48,MERCHANT CREDIT CUST5914,5111200.32
REF-20240307-671379,07/03/2024,,65.98,PAYMENT SETTLEMENT TXN20240306024340,5111266.30
REF-20240321-354157,21/03/2024,,32.77,CARD SETTLEMENT NET TXN20240320015214,5111299.07
REF-20240319-754631,19/03/2024,,914.31,PAYMENT SETTLEMENT TXN20240317013237,5112213.38
REF-20240312-447760,12/03/2024,,85.65,CARD SETTLEMENT NET TXN20240310036208,5112299.03
REF-20240312-150944,12/03/2024,,29.94,PAYMENT SETTLEMENT TXN20240309049654,5112328.97
REF-20240322-473742,22/03/2024,,95.52,PAYMENT SETTLEMENT TXN20240321012018,5112424.49
REF-20240305-311411,05/03/2024,,338.29,PAYMENT SETTLEMENT TXN20240303032830,5112762.78
REF-20240304-884016,04/03/2024,,51.63,PAYMENT SETTLEMENT TXN20240301001223,5112814.41
REF-20240319-958522,19/03/2024,,108.73,PAYMENT SETTLEMENT TXN20240318011282,5112923.14
REF-20240315-279711,15/03/2024,,327.21,PAYMENT SETTLEMENT TXN20240314030368,5113250.35
REF-20240325-718560,25/03/2024,,32.56,PAYMENT SETTLEMENT TXN20240322013504,5113282.91
REF-20240319-594726,19/03/2024,,21.56,PAYMENT SETTLEMENT TXN20240318001596,5113304.47
REF-20240321-161357,21/03/2024,,43.41,PAYMENT SETTLEMENT TXN20240320041441,5113347.88
REF-20240314-148317,14/03/2024,,49.30,PAYMENT SETTLEMENT TXN20240313031903,5113397.18
REF-20240325-704194,25/03/2024,,50.94,PAYMENT SETTLEMENT TXN20240322008704,5113448.12
REF-20240313-245717,13/03/2024,,133.59,CARD SETTLEMENT NET TXN20240312036376,5113581.71
REF-20240304-651018,04/03/2024,,15.91,PAYMENT SETTLEMENT TXN20240301002629,5113597.62
REF-20240322-171921,22/03/2024,,42.49,SETTLEMENT BATCH 0322,5113640.11
REF-20240326-120118,26/03/2024,,357.79,PAYMENT SETTLEMENT TXN20240325012636,5113997.90
REF-20240320-792078,20/03/2024,,200.34,PAYMENT SETTLEMENT TXN20240319041141,5114198.24
REF-20240326-405146,26/03/2024,,80.51,PAYMENT SETTLEMENT TXN20240324027099,5114278.75
REF-20240403-536695,03/04/2024,,16.18,PAYMENT SETTLEMENT TXN20240329040570,5114294.93
REF-20240313-444723,13/03/2024,,317.73,CARD SETTLEMENT NET TXN20240312002471,5114612.66
REF-20240403-743457,03/04/2024,,241.08,PAYMENT SETTLEMENT TXN20240331023717,5114853.74
REF-20240326-765166,26/03/2024,,125.66,PAYMENT SETTLEMENT TXN20240323003919,5114979.40
REF-20240321-961378,21/03/2024,31.13,,RETURNED PAYMENT ORIG REF-20240318-714004 RSN BE01 NAME MISMATCH,5114948.27
REF-20240306-677205,06/03/2024,,28.26,SETTLEMENT BATCH 0306,5114976.53
REF-20240326-844355,26/03/2024,,29.22,CARD SETTLEMENT NET TXN20240323031869,5115005.75
REF-20240322-137820,22/03/2024,,59.01,PAYMENT SETTLEMENT TXN20240321026095,5115064.76
REF-20240304-265190,04/03/2024,,183.28,PAYMENT SETTLEMENT TXN20240301040485,5115248.04
REF-20240307-975093,07/03/2024,,7.14,PAYMENT SETTLEMENT TXN20240306022024,5115255.18
REF-20240306-310073,06/03/2024,100.73,,REVERSAL OF REF-20240305-650173,5115154.45
REF-20240326-291417,26/03/2024,,125.20,CARD SETTLEMENT NET TXN20240323018238,5115279.65
REF-20240403-755291,03/04/2024,,173.61,PAYMENT SETTLEMENT TXN20240331005699,5115453.26
REF-20240403-770567,03/04/2024,,12.56,PAYMENT SETTLEMENT TXN20240331024450,5115465.82
REF-20240318-264625,18/03/2024,,460.07,PAYMENT SETTLEMENT TXN20240315027854,5115925.89
REF-20240403-926969,03/04/2024,,1470.27,MERCHANT CREDIT CUST7321,5117396.16
REF-20240328-349660,28/03/2024,,55.47,PAYMENT SETTLEMENT TXN20240327042245,5117451.63
REF-20240326-980490,26/03/2024,,44.37,PAYMENT SETTLEMENT TXN20240323024342,5117496.00
REF-20240403-746004,03/04/2024,,195.98,CARD SETTLEMENT NET TXN20240331034452,5117691.98
REF-20240327-573357,27/03/2024,24.39,,REVERSAL OF REF-20240326-851427,5117667.59
REF-20240326-641528,26/03/2024,,202.07,PAYMENT SETTLEMENT TXN20240325032879,5117869.66
REF-20240315-595478,15/03/2024,,175.32,SETTLEMENT BATCH 0315,5118044.98
REF-20240305-770248,05/03/2024,,15.82,MERCHANT CREDIT CUST1704,5118060.80
REF-20240320-243157,20/03/2024,,24.48,MERCHANT CREDIT CUST6294,5118085.28
REF-20240312-856307,12/03/2024,,130.51,PAYMENT SETTLEMENT TXN20240309005534,5118215.79
REF-20240318-518854,18/03/2024,,39.09,CARD SETTLEMENT NET TXN20240315027904,5118254.88
REF-20240328-282670,28/03/2024,,40.80,MERCHANT CREDIT CUST4384,5118295.68
REF-20240320-140193,20/03/2024,,48.10,CARD SETTLEMENT NET TXN20240319034481,5118343.78
REF-20240408-138029,08/04/2024,39.94,,RETURNED PAYMENT ORIG REF-20240403-497841 RSN AM05 DUPLICATION,5118303.84
REF-20240327-688753,27/03/2024,,27.36,PAYMENT SETTLEMENT TXN20240326015200,5118331.20
REF-20240308-137840,08/03/2024,,182.93,PAYMENT SETTLEMENT TXN20240307021708,5118514.13
REF-20240321-451559,21/03/2024,,134.40,PAYMENT SETTLEMENT TXN20240320031523,5118648.53
REF-20240330-894025,30/03/2024,,186.00,INTEREST CREDIT 76GD,5118834.53
REF-20240325-150237,25/03/2024,,18.59,PAYMENT SETTLEMENT TXN20240322000569,5118853.12
REF-20240312-949527,12/03/2024,,136.80,PAYMENT SETTLEMENT TXN20240311027815,5118989.92
REF-20240308-829359,08/03/2024,,52.68,PAYMENT SETTLEMENT TXN20240307048769,5119042.60
REF-20240306-484366,06/03/2024,,323.02,MERCHANT CREDIT CUST1688,5119365.62
REF-20240303-829233,03/03/2024,91.91,,REFUND PROCESSED 13PD,5119273.71
REF-20240322-105339,22/03/2024,,49.99,CARD SETTLEMENT NET TXN20240321002841,5119323.70
REF-20240403-371106,03/04/2024,,83.62,PAYMENT SETTLEMENT TXN20240330021653,5119407.32
REF-20240326-125135,26/03/2024,,180.51,PAYMENT SETTLEMENT TXN20240323018141,5119587.83
REF-20240328-861096,28/03/2024,,72.46,PAYMENT SETTLEMENT TXN20240327046372,5119660.29
REF-20240305-712794,05/03/2024,,118.94,CARD SETTLEMENT NET TXN20240303011531,5119779.23
REF-20240319-339479,19/03/2024,,52.61,PAYMENT SETTLEMENT TXN20240316008444,5119831.84
REF-20240325-680962,25/03/2024,62.87,,REFUND PROCESSED 85QP,5119768.97
REF-20240305-444206,05/03/2024,,838.09,MERCHANT CREDIT CUST3621,5120607.06
REF-20240307-495754,07/03/2024,,26.89,PAYMENT SETTLEMENT TXN20240306024551,5120633.95
REF-20240314-621371,14/03/2024,,51.96,PAYMENT SETTLEMENT TXN20240313038369,5120685.91
REF-20240326-236633,26/03/2024,,31.99,PAYMENT SETTLEMENT TXN20240323038200,5120717.90
REF-20240304-612990,04/03/2024,,40.19,PAYMENT SETTLEMENT TXN20240301031363,5120758.09
REF-20240320-207157,20/03/2024,,44.32,PAYMENT SETTLEMENT TXN20240319040593,5120802.41
REF-20240321-857623,21/03/2024,,160.30,PAYMENT SETTLEMENT TXN20240320004138,5120962.71
REF-20240403-972220,03/04/2024,,116.17,CARD SETTLEMENT NET TXN20240331021968,5121078.88
REF-20240315-290951,15/03/2024,,1070.54,PAYMENT SETTLEMENT TXN20240314012698,5122149.42
REF-20240326-305570,26/03/2024,,257.22,PAYMENT SETTLEMENT TXN20240324029764,5122406.64
REF-20240313-231642,13/03/2024,,78.14,PAYMENT SETTLEMENT TXN20240312025831,5122484.78
REF-20240402-802061,02/04/2024,,38.69,PAYMENT SETTLEMENT TXN20240328016546,5122523.47
REF-20240318-448059,18/03/2024,,108.54,MERCHANT CREDIT CUST9614,5122632.01
REF-20240326-599995,26/03/2024,,46.88,PAYMENT SETTLEMENT TXN20240323036210,5122678.89
REF-20240326-370613,26/03/2024,,306.31,PAYMENT SETTLEMENT TXN20240325015357,5122985.20
REF-20240327-745273,27/03/2024,,75.63,PAYMENT SETTLEMENT TXN20240326047051,5123060.83
REF-20240312-973595,12/03/2024,,28.38,PAYMENT SETTLEMENT TXN20240311042901,5123089.21
REF-20240313-219886,13/03/2024,,181.96,PAYMENT SETTLEMENT TXN20240312039169,5123271.17
REF-20240311-139641,11/03/2024,,33.90,CARD SETTLEMENT NET TXN20240308015465,5123305.07
REF-20240319-456972,19/03/2024,,65.39,CARD SETTLEMENT NET TXN20240318027123,5123370.46
REF-20240328-817248,28/03/2024,,87.93,PAYMENT SETTLEMENT TXN20240327043560,5123458.39
REF-20240328-627422,28/03/2024,,19.23,PAYMENT SETTLEMENT TXN20240327010008,5123477.62
REF-20240305-561186,05/03/2024,,10.48,PAYMENT SETTLEMENT TXN20240303001053,5123488.10
REF-20240328-568237,28/03/2024,,487.59,MERCHANT CREDIT CUST6107,5123975.69
REF-20240322-494029,22/03/2024,,31.89,PAYMENT SETTLEMENT TXN20240321009720,5124007.58
REF-20240327-543394,27/03/2024,,59.04,CARD SETTLEMENT NET TXN20240326049568,5124066.62
REF-20240312-407932,12/03/2024,,104.44,PAYMENT SETTLEMENT TXN20240310012806,5124171.06
REF-20240315-362525,15/03/2024,,659.94,PAYMENT SETTLEMENT TXN20240314026961,5124831.00
REF-20240305-668708,05/03/2024,,75.44,SETTLEMENT BATCH 0305,5124906.44
REF-20240304-485555,04/03/2024,,84.88,PAYMENT SETTLEMENT TXN20240301014373,5124991.32
REF-20240326-414123,26/03/2024,,193.00,PAYMENT SETTLEMENT TXN20240325017072,5125184.32
REF-20240322-318858,22/03/2024,,142.53,PAYMENT SETTLEMENT TXN20240321007351,5125326.85
REF-20240312-477678,12/03/2024,,75.41,SETTLEMENT BATCH 0312,5125402.26
REF-20240326-323395,26/03/2024,,22.07,MERCHANT CREDIT CUST4099,5125424.33
REF-20240312-872684,12/03/2024,,76.82,PAYMENT SETTLEMENT TXN20240310031413,5125501.15
REF-20240326-154882,26/03/2024,,90.08,CARD SETTLEMENT NET TXN20240325035297,5125591.23
REF-20240305-317883,05/03/2024,,70.21,PAYMENT SETTLEMENT TXN20240303014371,5125661.44
REF-20240312-546078,12/03/2024,,25.52,PAYMENT SETTLEMENT TXN20240310006742,5125686.96
REF-20240315-727190,15/03/2024,,49.58,PAYMENT SETTLEMENT TXN20240314028817,5125736.54
REF-20240305-617583,05/03/2024,,197.57,MERCHANT CREDIT CUST1483,5125934.11
REF-20240306-361543,06/03/2024,,78.04,PAYMENT SETTLEMENT TXN20240305034792,5126012.15
REF-20240308-536946,08/03/2024,,40.36,PAYMENT SETTLEMENT TXN20240307028849,5126052.51
REF-20240403-941245,03/04/2024,,19.05,PAYMENT SETTLEMENT TXN20240329034929,5126071.56
REF-20240314-710219,14/03/2024,,52639.32,BATCH SETTLEMENT B20240314 COUNT 385,5178710.88
REF-20240404-367527,04/04/2024,,159.82,SETTLEMENT BATCH 0404,5178870.70
REF-20240315-738393,15/03/2024,,553.46,PAYMENT SETTLEMENT TXN20240314038318,5179424.16
REF-20240305-162181,05/03/2024,,344.86,PAYMENT SETTLEMENT TXN20240302000234,5179769.02
REF-20240313-342894,13/03/2024,,45.22,PAYMENT SETTLEMENT TXN20240312002260,5179814.24
REF-20240327-640771,27/03/2024,,45.31,PAYMENT SETTLEMENT TXN20240326034953,5179859.55
REF-20240403-446460,03/04/2024,,23.78,PAYMENT SETTLEMENT TXN20240331019562,5179883.33
REF-20240326-153316,26/03/2024,,202.34,PAYMENT SETTLEMENT TXN20240324040438,5180085.67
REF-20240307-496925,07/03/2024,,2512.63,PAYMENT SETTLEMENT TXN20240306049278,5182598.30
REF-20240403-998878,03/04/2024,,30.20,PAYMENT SETTLEMENT TXN20240331005077,5182628.50
REF-20240312-566407,12/03/2024,,125.40,PAYMENT SETTLEMENT TXN20240310006126,5182753.90
REF-20240326-991466,26/03/2024,,15.72,PAYMENT SETTLEMENT TXN20240324046616,5182769.62
REF-20240403-696960,03/04/2024,,14.66,PAYMENT SETTLEMENT TXN20240331008412,5182784.28
REF-20240306-908600,06/03/2024,,79.80,PAYMENT SETTLEMENT TXN20240305015222,5182864.08
REF-20240312-243891,12/03/2024,,325.74,PAYMENT SETTLEMENT TXN20240309034963,5183189.82
REF-20240314-978230,14/03/2024,,29.63,PAYMENT SETTLEMENT TXN20240313040308,5183219.45
REF-20240320-127097,20/03/2024,,125.26,PAYMENT SETTLEMENT TXN20240319009844,5183344.71
REF-20240314-683557,14/03/2024,,34.43,PAYMENT SETTLEMENT TXN20240313025515,5183379.14
REF-20240306-183859,06/03/2024,,74.64,PAYMENT SETTLEMENT TXN20240305016416,5183453.78
REF-20240305-194141,05/03/2024,,15.97,PAYMENT SETTLEMENT TXN20240302044121,5183469.75
REF-20240319-919416,19/03/2024,,48.45,PAYMENT SETTLEMENT TXN20240317040020,5183518.20
REF-20240319-613753,19/03/2024,,194.33,PAYMENT SETTLEMENT TXN20240317006668,5183712.53
REF-20240313-722055,13/03/2024,,31.64,PAYMENT SETTLEMENT TXN20240312032529,5183744.17
REF-20240326-735160,26/03/2024,,111.51,PAYMENT SETTLEMENT TXN20240323039418,5183855.68
REF-20240403-895345,03/04/2024,,58.68,PAYMENT SETTLEMENT TXN20240330005901,5183914.36
REF-20240321-419051,21/03/2024,,17.00,PAYMENT SETTLEMENT TXN20240320035405,5183931.36
REF-20240304-798922,04/03/2024,,19.31,PAYMENT SETTLEMENT TXN20240301005056,5183950.67
REF-20240312-700491,12/03/2024,,37.76,MERCHANT CREDIT CUST3232,5183988.43
REF-20240311-437284,11/03/2024,,334.77,PAYMENT SETTLEMENT TXN20240308036560,5184323.20
REF-20240403-351652,03/04/2024,,43.64,PAYMENT SETTLEMENT TXN20240329021439,5184366.84
REF-20240402-594671,02/04/2024,,54.64,PAYMENT SETTLEMENT TXN20240328048520,5184421.48
REF-20240314-149450,14/03/2024,,26.56,PAYMENT SETTLEMENT TXN20240313032933,5184448.04
REF-20240319-331207,19/03/2024,,27.87,PAYMENT SETTLEMENT TXN20240316020484,5184475.91
REF-20240402-404457,02/04/2024,,359.75,SETTLEMENT BATCH 0402,5184835.66
REF-20240403-614080,03/04/2024,,90.46,PAYMENT SETTLEMENT TXN20240331012744,5184926.12
REF-20240403-998641,03/04/2024,,187.09,PAYMENT SETTLEMENT TXN20240331021340,5185113.21
REF-20240312-737907,12/03/2024,,127.17,CARD SETTLEMENT NET TXN20240311049464,5185240.38
REF-20240308-320774,08/03/2024,,12.25,PAYMENT SETTLEMENT TXN20240307000549,5185252.63
REF-20240326-238916,26/03/2024,105.32,,RETURNED PAYMENT ORIG REF-20240325-903266 RSN AC04 ACCOUNT CLOSED,5185147.31
REF-20240403-156713,03/04/2024,,33.54,PAYMENT SETTLEMENT TXN20240330034054,5185180.85
REF-20240319-730839,19/03/2024,,88.07,CARD SETTLEMENT NET TXN20240316033294,5185268.92
REF-20240403-182570,03/04/2024,,89.80,PAYMENT SETTLEMENT TXN20240329027045,5185358.72
REF-20240315-569461,15/03/2024,,146.73,CARD SETTLEMENT NET TXN20240314042045,5185505.45
REF-20240305-749645,05/03/2024,,114.10,PAYMENT SETTLEMENT TXN20240302013262,5185619.55
REF-20240327-835856,27/03/2024,,37.22,PAYMENT SETTLEMENT TXN20240326018073,5185656.77
REF-20240320-218170,20/03/2024,,209.99,PAYMENT SETTLEMENT TXN20240319041885,5185866.76
REF-20240320-526303,20/03/2024,,234.16,PAYMENT SETTLEMENT TXN20240319026634,5186100.92
REF-20240306-308452,06/03/2024,,32.20,PAYMENT SETTLEMENT TXN20240305012408,5186133.12
REF-20240326-149181,26/03/2024,,44.15,PAYMENT SETTLEMENT TXN20240325024036,5186177.27
REF-20240315-684290,15/03/2024,,173.02,PAYMENT SETTLEMENT TXN20240314009511,5186350.29
REF-20240325-130180,25/03/2024,,9.91,PAYMENT SETTLEMENT TXN20240322029311,5186360.20
REF-20240322-444826,22/03/2024,,96.86,PAYMENT SETTLEMENT TXN20240321037302,5186457.06
REF-20240308-606596,08/03/2024,,49.40,PAYMENT SETTLEMENT TXN20240307040466,5186506.46
REF-20240403-989984,03/04/2024,,149.10,CARD SETTLEMENT NET TXN20240330015986,5186655.56
REF-20240327-771560,27/03/2024,,44.98,PAYMENT SETTLEMENT TXN20240326017055,5186700.54
REF-20240325-591058,25/03/2024,,609.68,INTEREST CREDIT 45PX,5187310.22
REF-20240308-671439,08/03/2024,,15.19,PAYMENT SETTLEMENT TXN20240307001845,5187325.41
REF-20240307-976445,07/03/2024,,29.95,MERCHANT CREDIT CUST6257,5187355.36
REF-20240304-341764,04/03/2024,,20.73,CARD SETTLEMENT NET TXN20240301043724,5187376.09
REF-20240322-486947,22/03/2024,,49.79,PAYMENT SETTLEMENT TXN20240321007713,5187425.88
REF-20240326-339813,26/03/2024,,37.32,PAYMENT SETTLEMENT TXN20240325033063,5187463.20
REF-20240305-920700,05/03/2024,,64.60,CARD SETTLEMENT NET TXN20240303013631,5187527.80
REF-20240313-509662,13/03/2024,,173.45,PAYMENT SETTLEMENT TXN20240312030298,5187701.25
REF-20240312-336595,12/03/2024,,64.85,MERCHANT CREDIT CUST2563,5187766.10
REF-20240307-985625,07/03/2024,,19.13,PAYMENT SETTLEMENT TXN20240306038341,5187785.23
REF-20240313-769491,13/03/2024,,150.23,CARD SETTLEMENT NET TXN20240312011313,5187935.46
REF-20240319-285714,19/03/2024,,182.92,PAYMENT SETTLEMENT TXN20240317037909,5188118.38
REF-20240326-286449,26/03/2024,,21.91,PAYMENT SETTLEMENT TXN20240324035815,5188140.29
REF-20240321-653538,21/03/2024,,26.10,PAYMENT SETTLEMENT TXN20240320016495,5188166.39
REF-20240314-615213,14/03/2024,,74.91,PAYMENT SETTLEMENT TXN20240313013080,5188241.30
REF-20240305-530993,05/03/2024,,28.66,PAYMENT SETTLEMENT TXN20240303027206,5188269.96
REF-20240326-997428,26/03/2024,,127.38,PAYMENT SETTLEMENT TXN20240323031965,5188397.34
REF-20240320-846920,20/03/2024,,31.38,SETTLEMENT BATCH 0320,5188428.72
REF-20240319-831650,19/03/2024,,125.63,PAYMENT SETTLEMENT TXN20240317023781,5188554.35
REF-20240312-292886,12/03/2024,,28.08,PAYMENT SETTLEMENT TXN20240311017803,5188582.43
REF-20240402-769668,02/04/2024,,24.34,CARD SETTLEMENT NET TXN20240328043955,5188606.77
REF-20240326-592758,26/03/2024,,24.62,PAYMENT SETTLEMENT TXN20240324041719,5188631.39
REF-20240306-895312,06/03/2024,,49.28,PAYMENT SETTLEMENT TXN20240305031106,5188680.67
REF-20240326-142420,26/03/2024,,488.70,CARD SETTLEMENT NET TXN20240325027066,5189169.37
REF-20240327-616524,27/03/2024,,38.27,PAYMENT SETTLEMENT TXN20240326016377,5189207.64
REF-20240307-168134,07/03/2024,,45.27,PAYMENT SETTLEMENT TXN20240306049103,5189252.91
REF-20240319-281136,19/03/2024,,44.45,PAYMENT SETTLEMENT TXN20240318028492,5189297.36
REF-20240322-640882,22/03/2024,58.67,,RETURNED PAYMENT ORIG REF-20240321-460552 RSN AM05 DUPLICATION,5189238.69
REF-20240322-863113,22/03/2024,,30.69,SETTLEMENT BATCH 0322,5189269.38
REF-20240402-117195,02/04/2024,,311.22,PAYMENT SETTLEMENT TXN20240328003252,5189580.60
REF-20240320-171099,20/03/2024,,54.67,PAYMENT SETTLEMENT TXN20240319038443,5189635.27
REF-20240403-888352,03/04/2024,,61.28,PAYMENT SETTLEMENT TXN20240330015427,5189696.55
REF-20240307-260081,07/03/2024,,420.09,PAYMENT SETTLEMENT TXN20240306038679,5190116.64
REF-20240318-726262,18/03/2024,,34.62,PAYMENT SETTLEMENT TXN20240315016087,5190151.26
REF-20240326-851357,26/03/2024,,119.16,MERCHANT CREDIT CUST9243,5190270.42
REF-20240327-857252,27/03/2024,,213.40,PAYMENT SETTLEMENT TXN20240326029915,5190483.82
REF-20240312-901847,12/03/2024,,46.41,PAYMENT SETTLEMENT TXN20240311023805,5190530.23
REF-20240403-284180,03/04/2024,,25.10,PAYMENT SETTLEMENT TXN20240329038165,5190555.33
REF-20240304-214930,04/03/2024,,110.52,CARD SETTLEMENT NET TXN20240301018636,5190665.85
REF-20240319-733872,19/03/2024,,97.18,CARD SETTLEMENT NET TXN20240318040612,5190763.03
REF-20240320-788577,20/03/2024,,57.16,PAYMENT SETTLEMENT TXN20240319012942,5190820.19
REF-20240321-995893,21/03/2024,,97.42,CARD SETTLEMENT NET TXN20240320008525,5190917.61
REF-20240321-519804,21/03/2024,,15.02,PAYMENT SETTLEMENT TXN20240320009581,5190932.63
REF-20240326-527213,26/03/2024,,177.96,PAYMENT SETTLEMENT TXN20240323005905,5191110.59
REF-20240321-100919,21/03/2024,,36.85,PAYMENT SETTLEMENT TXN20240320014398,5191147.44
REF-20240312-526171,12/03/2024,,59.25,PAYMENT SETTLEMENT TXN20240309049097,5191206.69
